SVI Theme: Household Composition & Disability; Overall Household Composition & Disability (Percentile); NaturalBreaks
Data downloaded on 20-April-2024
County_FIPS,County,State,Diagnosed Diabetes-2018-Percentage,Overall Household Composition & Disability-2018-Percentile
35043,Sandoval County,New Mexico,8,0.361
36031,Essex County,New York,8,0.4925
36043,Herkimer County,New York,8,0.5193
37007,Anson County,North Carolina,8,0.4922
37029,Camden County,North Carolina,8,0.4253
37087,Haywood County,North Carolina,8,0.5441
39027,Clinton County,Ohio,8,0.7303
39069,Henry County,Ohio,8,0.6832
39169,Wayne County,Ohio,8,0.2506
40005,Atoka County,Oklahoma,8,0.8682
40029,Coal County,Oklahoma,8,0.9952
40085,Love County,Oklahoma,8,0.8389
40151,Woods County,Oklahoma,8,0.2455
41039,Lane County,Oregon,8,0.3053
42031,Clarion County,Pennsylvania,8,0.1977
42043,Dauphin County,Pennsylvania,8,0.3381
42109,Snyder County,Pennsylvania,8,0.0675
42115,Susquehanna County,Pennsylvania,8,0.4604
42117,Tioga County,Pennsylvania,8,0.4269
46035,Davison County,South Dakota,8,0.2939
46099,Minnehaha County,South Dakota,8,0.2977
46125,Turner County,South Dakota,8,0.5186
47027,Clay County,Tennessee,8,0.71
47165,Sumner County,Tennessee,8,0.3817
48209,Hays County,Texas,8,0.0449
48339,Montgomery County,Texas,8,0.2057
48419,Shelby County,Texas,8,0.985
48451,Tom Green County,Texas,8,0.3368
49013,Duchesne County,Utah,8,0.2671
49039,Sanpete County,Utah,8,0.0936
50021,Rutland County,Vermont,8,0.1668
51137,Orange County,Virginia,8,0.8383
53005,Benton County,Washington,8,0.5371
55011,Buffalo County,Wisconsin,8,0.1471
55077,Marquette County,Wisconsin,8,0.3633
55103,Richland County,Wisconsin,8,0.4301
55137,Waushara County,Wisconsin,8,0.2483
56017,Hot Springs County,Wyoming,8,0.2276
05073,Lafayette County,Arkansas,8.1,0.8984
06015,Del Norte County,California,8.1,0.6765
06095,Solano County,California,8.1,0.2716
08003,Alamosa County,Colorado,8.1,0.2958
08021,Conejos County,Colorado,8.1,0.9405
08075,Logan County,Colorado,8.1,0.1283
13211,Morgan County,Georgia,8.1,0.3063
13223,Paulding County,Georgia,8.1,0.3142
13243,Randolph County,Georgia,8.1,0.994
13317,Wilkes County,Georgia,8.1,0.8577
15009,Maui County,Hawaii,8.1,0.1267
17051,Fayette County,Illinois,8.1,0.5021
17089,Kane County,Illinois,8.1,0.2286
17101,Lawrence County,Illinois,8.1,0.5673
17121,Marion County,Illinois,8.1,0.936
17153,Pulaski County,Illinois,8.1,0.7109
17177,Stephenson County,Illinois,8.1,0.8618
17179,Tazewell County,Illinois,8.1,0.2423
18029,Dearborn County,Indiana,8.1,0.227
18057,Hamilton County,Indiana,8.1,0.121
18087,Lagrange County,Indiana,8.1,0.1484
18117,Orange County,Indiana,8.1,0.9462
18143,Scott County,Indiana,8.1,0.5062
19037,Chickasaw County,Iowa,8.1,0.2407
19055,Delaware County,Iowa,8.1,0.2404
19165,Shelby County,Iowa,8.1,0.6434
20055,Finney County,Kansas,8.1,0.533
20069,Gray County,Kansas,8.1,0.1258
20089,Jewell County,Kansas,8.1,0.3792
21055,Crittenden County,Kentucky,8.1,0.645
21157,Marshall County,Kentucky,8.1,0.4935
21171,Monroe County,Kentucky,8.1,0.6036
22091,St. Helena Parish,Louisiana,8.1,0.916
26023,Branch County,Michigan,8.1,0.6345
26119,Montmorency County,Michigan,8.1,0.5326
26161,Washtenaw County,Michigan,8.1,0.0054
27083,Lyon County,Minnesota,8.1,0.3534
27099,Mower County,Minnesota,8.1,0.6756
27149,Stevens County,Minnesota,8.1,0.0309
27151,Swift County,Minnesota,8.1,0.7007
27157,Wabasha County,Minnesota,8.1,0.1958
27159,Wadena County,Minnesota,8.1,0.9933
29037,Cass County,Missouri,8.1,0.3986
29051,Cole County,Missouri,8.1,0.2662
29103,Knox County,Missouri,8.1,0.9892
29107,Lafayette County,Missouri,8.1,0.7361
29151,Osage County,Missouri,8.1,0.0876
29205,Shelby County,Missouri,8.1,0.8494
30015,Chouteau County,Montana,8.1,0.2709
30045,Judith Basin County,Montana,8.1,0.1767
31041,Custer County,Nebraska,8.1,0.8268
37103,Jones County,North Carolina,8.1,0.674
37119,Mecklenburg County,North Carolina,8.1,0.191
37159,Rowan County,North Carolina,8.1,0.5947
37177,Tyrrell County,North Carolina,8.1,0.461
37179,Union County,North Carolina,8.1,0.1598
38017,Cass County,North Dakota,8.1,0.0427
39091,Logan County,Ohio,8.1,0.4651
40065,Jackson County,Oklahoma,8.1,0.7889
40141,Tillman County,Oklahoma,8.1,0.9039
41007,Clatsop County,Oregon,8.1,0.4846
41051,Multnomah County,Oregon,8.1,0.0296
46019,Butte County,South Dakota,8.1,0.9064
47005,Benton County,Tennessee,8.1,0.7724
47043,Dickson County,Tennessee,8.1,0.3254
48001,Anderson County,Texas,8.1,0.1089
48181,Grayson County,Texas,8.1,0.7816
48183,Gregg County,Texas,8.1,0.7663
48185,Grimes County,Texas,8.1,0.4562
48281,Lampasas County,Texas,8.1,0.8246
48287,Lee County,Texas,8.1,0.6861
48325,Medina County,Texas,8.1,0.4639
48367,Parker County,Texas,8.1,0.1614
48405,San Augustine County,Texas,8.1,0.7657
48477,Washington County,Texas,8.1,0.4397
51011,Appomattox County,Virginia,8.1,0.7141
51085,Hanover County,Virginia,8.1,0.0484
53001,Adams County,Washington,8.1,0.6008
53069,Wahkiakum County,Washington,8.1,0.4865
55031,Douglas County,Wisconsin,8.1,0.34
55121,Trempealeau County,Wisconsin,8.1,0.3849
02070,Dillingham Census Area,Alaska,8.2,0.6501
02122,Kenai Peninsula Borough,Alaska,8.2,0.2572
02170,Matanuska-Susitna Borough,Alaska,8.2,0.2783
05067,Jackson County,Arkansas,8.2,0.574
05095,Monroe County,Arkansas,8.2,0.9777
06033,Lake County,California,8.2,0.887
06053,Monterey County,California,8.2,0.3477
08109,Saguache County,Colorado,8.2,0.4056
13043,Candler County,Georgia,8.2,0.9736
13159,Jasper County,Georgia,8.2,0.4982
13165,Jenkins County,Georgia,8.2,0.5724
13229,Pierce County,Georgia,8.2,0.9328
17085,Jo Daviess County,Illinois,8.2,0.219
18129,Posey County,Indiana,8.2,0.0809
19013,Black Hawk County,Iowa,8.2,0.1656
19021,Buena Vista County,Iowa,8.2,0.405
19113,Linn County,Iowa,8.2,0.2025
19123,Mahaska County,Iowa,8.2,0.6772
19171,Tama County,Iowa,8.2,0.5097
20003,Anderson County,Kansas,8.2,0.6339
20005,Atchison County,Kansas,8.2,0.3209
20123,Mitchell County,Kansas,8.2,0.7125
20129,Morton County,Kansas,8.2,0.7612
21113,Jessamine County,Kentucky,8.2,0.7552
25009,Essex County,Massachusetts,8.2,0.2114
26021,Berrien County,Michigan,8.2,0.6205
26129,Ogemaw County,Michigan,8.2,0.7679
27091,Martin County,Minnesota,8.2,0.6651
27169,Winona County,Minnesota,8.2,0.0162
29045,Clark County,Missouri,8.2,0.7482
29063,Dekalb County,Missouri,8.2,0.0608
29105,Laclede County,Missouri,8.2,0.7377
29149,Oregon County,Missouri,8.2,0.9153
29169,Pulaski County,Missouri,8.2,0.3066
29175,Randolph County,Missouri,8.2,0.4317
29223,Wayne County,Missouri,8.2,0.759
30083,Richland County,Montana,8.2,0.2124
31003,Antelope County,Nebraska,8.2,0.595
31033,Cheyenne County,Nebraska,8.2,0.3906
31053,Dodge County,Nebraska,8.2,0.6944
31119,Madison County,Nebraska,8.2,0.2993
31125,Nance County,Nebraska,8.2,0.6157
36025,Delaware County,New York,8.2,0.4954
37039,Cherokee County,North Carolina,8.2,0.4276
37121,Mitchell County,North Carolina,8.2,0.4537
39055,Geauga County,Ohio,8.2,0.1242
40053,Grant County,Oklahoma,8.2,0.9351
40139,Texas County,Oklahoma,8.2,0.1859
41041,Lincoln County,Oregon,8.2,0.5584
42027,Centre County,Pennsylvania,8.2,0.0013
42077,Lehigh County,Pennsylvania,8.2,0.5068
42095,Northampton County,Pennsylvania,8.2,0.1264
46103,Pennington County,South Dakota,8.2,0.5521
47123,Monroe County,Tennessee,8.2,0.5938
48113,Dallas County,Texas,8.2,0.3852
49021,Iron County,Utah,8.2,0.1509
51095,James City County,Virginia,8.2,0.2133
51683,Manassas City,Virginia,8.2,0.2092
53035,Kitsap County,Washington,8.2,0.2104
55021,Columbia County,Wisconsin,8.2,0.1394
01029,Cleburne County,Alabama,8.3,0.6632
06005,Amador County,California,8.3,0.3754
06045,Mendocino County,California,8.3,0.8182
06085,Santa Clara County,California,8.3,0.0255
09011,New London County,Connecticut,8.3,0.1996
12089,Nassau County,Florida,8.3,0.5368
13059,Clarke County,Georgia,8.3,0.0242
16063,Lincoln County,Idaho,8.3,0.2706
16071,Oneida County,Idaho,8.3,0.7593
19059,Dickinson County,Iowa,8.3,0.4158
19083,Hardin County,Iowa,8.3,0.1296
19105,Jones County,Iowa,8.3,0.1133
20041,Dickinson County,Kansas,8.3,0.7434
20109,Logan County,Kansas,8.3,0.4776
20135,Ness County,Kansas,8.3,0.5018
20143,Ottawa County,Kansas,8.3,0.2089
21087,Green County,Kentucky,8.3,0.723
21179,Nelson County,Kentucky,8.3,0.7338
22063,Livingston Parish,Louisiana,8.3,0.511
25003,Berkshire County,Massachusetts,8.3,0.4438
25025,Suffolk County,Massachusetts,8.3,0.0474
26039,Crawford County,Michigan,8.3,0.631
26067,Ionia County,Michigan,8.3,0.2754
27063,Jackson County,Minnesota,8.3,0.17
27073,Lac Qui Parle County,Minnesota,8.3,0.2961
27161,Waseca County,Minnesota,8.3,0.3282
28089,Madison County,Mississippi,8.3,0.3279
29009,Barry County,Missouri,8.3,0.7778
29049,Clinton County,Missouri,8.3,0.7049
29083,Henry County,Missouri,8.3,0.8083
29093,Iron County,Missouri,8.3,0.8806
29159,Pettis County,Missouri,8.3,0.8765
29163,Pike County,Missouri,8.3,0.3419
36001,Albany County,New York,8.3,0.0478
36027,Dutchess County,New York,8.3,0.0506
36103,Suffolk County,New York,8.3,0.0369
37003,Alexander County,North Carolina,8.3,0.3505
37079,Greene County,North Carolina,8.3,0.7972
37089,Henderson County,North Carolina,8.3,0.2916
37111,Mcdowell County,North Carolina,8.3,0.8103
37185,Warren County,North Carolina,8.3,0.7068
38005,Benson County,North Dakota,8.3,0.8185
38021,Dickey County,North Dakota,8.3,0.1605
38031,Foster County,North Dakota,8.3,0.1312
38037,Grant County,North Dakota,8.3,0.2248
38099,Walsh County,North Dakota,8.3,0.6517
39103,Medina County,Ohio,8.3,0.078
40039,Custer County,Oklahoma,8.3,0.5721
40047,Garfield County,Oklahoma,8.3,0.731
40055,Greer County,Oklahoma,8.3,0.8176
40103,Noble County,Oklahoma,8.3,0.7864
41029,Jackson County,Oregon,8.3,0.7252
42003,Allegheny County,Pennsylvania,8.3,0.0742
42129,Westmoreland County,Pennsylvania,8.3,0.2162
46009,Bon Homme County,South Dakota,8.3,0.0888
46023,Charles Mix County,South Dakota,8.3,0.7561
46027,Clay County,South Dakota,8.3,0.0092
46083,Lincoln County,South Dakota,8.3,0.1474
47037,Davidson County,Tennessee,8.3,0.0863
47061,Grundy County,Tennessee,8.3,0.9583
47159,Smith County,Tennessee,8.3,0.6667
47183,Weakley County,Tennessee,8.3,0.3722
48015,Austin County,Texas,8.3,0.3359
48179,Gray County,Texas,8.3,0.6711
48217,Hill County,Texas,8.3,0.8612
48503,Young County,Texas,8.3,0.9166
51540,Charlottesville City,Virginia,8.3,0.0124
51630,Fredericksburg City,Virginia,8.3,0.1143
53075,Whitman County,Washington,8.3,0.0019
54027,Hampshire County,West Virginia,8.3,0.7389
55115,Shawano County,Wisconsin,8.3,0.219
56013,Fremont County,Wyoming,8.3,0.8023
01003,Baldwin County,Alabama,8.4,0.199
02275,Wrangell City and Borough,Alaska,8.4,0.6348
05023,Cleburne County,Arkansas,8.4,0.5151
13037,Calhoun County,Georgia,8.4,0.3674
13067,Cobb County,Georgia,8.4,0.1757
13121,Fulton County,Georgia,8.4,0.1124
13163,Jefferson County,Georgia,8.4,0.7924
13259,Stewart County,Georgia,8.4,0.192
13265,Taliaferro County,Georgia,8.4,0.8889
15005,Kalawao County,Hawaii,8.4,0.077
16065,Madison County,Idaho,8.4,0.043
17019,Champaign County,Illinois,8.4,0.0105
17055,Franklin County,Illinois,8.4,0.9382
17095,Knox County,Illinois,8.4,0.46
18171,Warren County,Indiana,8.4,0.7459
19029,Cass County,Iowa,8.4,0.4282
19073,Greene County,Iowa,8.4,0.7332
19133,Monona County,Iowa,8.4,0.5657
19153,Polk County,Iowa,8.4,0.2907
20059,Franklin County,Kansas,8.4,0.2773
20095,Kingman County,Kansas,8.4,0.4241
20113,Mcpherson County,Kansas,8.4,0.3448
20145,Pawnee County,Kansas,8.4,0.6367
20181,Sherman County,Kansas,8.4,0.9179
21065,Estill County,Kentucky,8.4,0.8876
21091,Hancock County,Kentucky,8.4,0.7466
21189,Owsley County,Kentucky,8.4,0.9191
22021,Caldwell Parish,Louisiana,8.4,0.4823
23011,Kennebec County,Maine,8.4,0.4196
23017,Oxford County,Maine,8.4,0.5126
23029,Washington County,Maine,8.4,0.823
26015,Barry County,Michigan,8.4,0.2111
26017,Bay County,Michigan,8.4,0.6663
26045,Eaton County,Michigan,8.4,0.4164
26063,Huron County,Michigan,8.4,0.4413
26065,Ingham County,Michigan,8.4,0.0716
26079,Kalkaska County,Michigan,8.4,0.7402
26123,Newaygo County,Michigan,8.4,0.7456
26157,Tuscola County,Michigan,8.4,0.462
27009,Benton County,Minnesota,8.4,0.4928
27079,Le Sueur County,Minnesota,8.4,0.1853
27125,Red Lake County,Minnesota,8.4,0.3938
28125,Sharkey County,Mississippi,8.4,0.9519
28155,Webster County,Mississippi,8.4,0.9704
29029,Camden County,Missouri,8.4,0.389
29187,St. Francois County,Missouri,8.4,0.5842
29215,Texas County,Missouri,8.4,0.8975
29229,Wright County,Missouri,8.4,0.9904
30047,Lake County,Montana,8.4,0.8625
31093,Howard County,Nebraska,8.4,0.4995
31115,Loup County,Nebraska,8.4,0.2429
31141,Platte County,Nebraska,8.4,0.1847
34029,Ocean County,New Jersey,8.4,0.4352
36053,Madison County,New York,8.4,0.0611
37099,Jackson County,North Carolina,8.4,0.1305
37105,Lee County,North Carolina,8.4,0.7237
38029,Emmons County,North Dakota,8.4,0.304
39011,Auglaize County,Ohio,8.4,0.3569
39133,Portage County,Ohio,8.4,0.0509
40107,Okfuskee County,Oklahoma,8.4,0.7377
41067,Washington County,Oregon,8.4,0.0802
42059,Greene County,Pennsylvania,8.4,0.3301
42063,Indiana County,Pennsylvania,8.4,0.0704
42131,Wyoming County,Pennsylvania,8.4,0.2576
46095,Mellette County,South Dakota,8.4,0.6571
46129,Walworth County,South Dakota,8.4,0.4479
47141,Putnam County,Tennessee,8.4,0.3015
47145,Roane County,Tennessee,8.4,0.3664
48241,Jasper County,Texas,8.4,0.9249
48427,Starr County,Texas,8.4,0.9287
50003,Bennington County,Vermont,8.4,0.7746
51037,Charlotte County,Virginia,8.4,0.8631
51520,Bristol City,Virginia,8.4,0.9551
51775,Salem City,Virginia,8.4,0.1926
53047,Okanogan County,Washington,8.4,0.9701
53059,Skamania County,Washington,8.4,0.1114
54013,Calhoun County,West Virginia,8.4,0.7052
54021,Gilmer County,West Virginia,8.4,0.0595
54069,Ohio County,West Virginia,8.4,0.29
55029,Door County,Wisconsin,8.4,0.185
55049,Iowa County,Wisconsin,8.4,0.1745
55095,Polk County,Wisconsin,8.4,0.3926
56025,Natrona County,Wyoming,8.4,0.5431
56041,Uinta County,Wyoming,8.4,0.4486
02164,Lake and Peninsula Borough,Alaska,8.5,0.6985
05025,Cleveland County,Arkansas,8.5,0.9459
05081,Little River County,Arkansas,8.5,0.8838
05147,Woodruff County,Arkansas,8.5,0.9723
08089,Otero County,Colorado,8.5,0.9885
12011,Broward County,Florida,8.5,0.1716
12129,Wakulla County,Florida,8.5,0.2515
13055,Chattooga County,Georgia,8.5,0.4769
13155,Irwin County,Georgia,8.5,0.8322
13157,Jackson County,Georgia,8.5,0.327
13167,Johnson County,Georgia,8.5,0.375
13237,Putnam County,Georgia,8.5,0.2601
13321,Worth County,Georgia,8.5,0.9312
16003,Adams County,Idaho,8.5,0.6192
16015,Boise County,Idaho,8.5,0.163
18009,Blackford County,Indiana,8.5,0.8472
18065,Henry County,Indiana,8.5,0.5686
19001,Adair County,Iowa,8.5,0.5864
19023,Butler County,Iowa,8.5,0.2391
19169,Story County,Iowa,8.5,0.0006
19193,Woodbury County,Iowa,8.5,0.6699
20203,Wichita County,Kansas,8.5,0.8825
21007,Ballard County,Kentucky,8.5,0.7326
21099,Hart County,Kentucky,8.5,0.7701
21105,Hickman County,Kentucky,8.5,0.6326
22003,Allen Parish,Louisiana,8.5,0.5864
22025,Catahoula Parish,Louisiana,8.5,0.4311
22123,West Carroll Parish,Louisiana,8.5,0.7262
26073,Isabella County,Michigan,8.5,0.0525
26115,Monroe County,Michigan,8.5,0.2159
27013,Blue Earth County,Minnesota,8.5,0.0395
27015,Brown County,Minnesota,8.5,0.2684
27017,Carlton County,Minnesota,8.5,0.3047
27135,Roseau County,Minnesota,8.5,0.2677
29115,Linn County,Missouri,8.5,0.9128
30013,Cascade County,Montana,8.5,0.4709
30089,Sanders County,Montana,8.5,0.3976
31023,Butler County,Nebraska,8.5,0.4097
31025,Cass County,Nebraska,8.5,0.1337
31153,Sarpy County,Nebraska,8.5,0.2028
32019,Lyon County,Nevada,8.5,0.6087
33011,Hillsborough County,New Hampshire,8.5,0.0599
34009,Cape May County,New Jersey,8.5,0.1665
36041,Hamilton County,New York,8.5,0.4944
36071,Orange County,New York,8.5,0.2044
38001,Adams County,North Dakota,8.5,0.1108
38103,Wells County,North Dakota,8.5,0.3932
39021,Champaign County,Ohio,8.5,0.6313
39121,Noble County,Ohio,8.5,0.4139
40043,Dewey County,Oklahoma,8.5,0.5543
40067,Jefferson County,Oklahoma,8.5,0.9917
40135,Sequoyah County,Oklahoma,8.5,0.9678
40149,Washita County,Oklahoma,8.5,0.5556
41043,Linn County,Oregon,8.5,0.7822
42057,Fulton County,Pennsylvania,8.5,0.4683
42079,Luzerne County,Pennsylvania,8.5,0.56
46029,Codington County,South Dakota,8.5,0.3585
46065,Hughes County,South Dakota,8.5,0.148
47023,Chester County,Tennessee,8.5,0.4753
47153,Sequatchie County,Tennessee,8.5,0.7806
48231,Hunt County,Texas,8.5,0.5412
48259,Kendall County,Texas,8.5,0.4266
48491,Williamson County,Texas,8.5,0.1891
51113,Madison County,Virginia,8.5,0.12
51595,Emporia City,Virginia,8.5,0.8647
51620,Franklin City,Virginia,8.5,0.9086
51830,Williamsburg City,Virginia,8.5,0.0204
53063,Spokane County,Washington,8.5,0.3553
53067,Thurston County,Washington,8.5,0.2041
54095,Tyler County,West Virginia,8.5,0.3286
56001,Albany County,Wyoming,8.5,0.001
01027,Clay County,Alabama,8.6,0.6673
02240,Southeast Fairbanks Census Area,Alaska,8.6,0.3512
05113,Polk County,Arkansas,8.6,0.9669
05137,Stone County,Arkansas,8.6,0.659
08083,Montezuma County,Colorado,8.6,0.702
13015,Bartow County,Georgia,8.6,0.5511
13017,Ben Hill County,Georgia,8.6,0.9207
13141,Hancock County,Georgia,8.6,0.1945
13289,Twiggs County,Georgia,8.6,0.8252
17201,Winnebago County,Illinois,8.6,0.7119
18045,Fountain County,Indiana,8.6,0.4543
18077,Jefferson County,Indiana,8.6,0.54
18099,Marshall County,Indiana,8.6,0.3413
18113,Noble County,Indiana,8.6,0.5193
19019,Buchanan County,Iowa,8.6,0.5256
19135,Monroe County,Iowa,8.6,0.3709
19173,Taylor County,Iowa,8.6,0.5826
19181,Warren County,Iowa,8.6,0.2477
19195,Worth County,Iowa,8.6,0.5606
20073,Greenwood County,Kansas,8.6,0.8274
20141,Osborne County,Kansas,8.6,0.6619
20159,Rice County,Kansas,8.6,0.3152
21035,Calloway County,Kentucky,8.6,0.064
21217,Taylor County,Kentucky,8.6,0.9522
22035,East Carroll Parish,Louisiana,8.6,0.32
22085,Sabine Parish,Louisiana,8.6,0.8405
22093,St. James Parish,Louisiana,8.6,0.5355
23027,Waldo County,Maine,8.6,0.5094
24021,Frederick County,Maryland,8.6,0.1041
26101,Manistee County,Michigan,8.6,0.3448
26105,Mason County,Michigan,8.6,0.6625
27029,Clearwater County,Minnesota,8.6,0.8647
27155,Traverse County,Minnesota,8.6,0.6788
28053,Humphreys County,Mississippi,8.6,0.9812
29071,Franklin County,Missouri,8.6,0.3075
29189,St. Louis County,Missouri,8.6,0.2588
29221,Washington County,Missouri,8.6,0.7447
36075,Oswego County,New York,8.6,0.4623
38059,Morton County,North Dakota,8.6,0.0328
39031,Coshocton County,Ohio,8.6,0.7033
39085,Lake County,Ohio,8.6,0.1831
40069,Johnston County,Oklahoma,8.6,0.9707
40131,Rogers County,Oklahoma,8.6,0.4976
42009,Bedford County,Pennsylvania,8.6,0.3671
42035,Clinton County,Pennsylvania,8.6,0.2009
42037,Columbia County,Pennsylvania,8.6,0.0869
42073,Lawrence County,Pennsylvania,8.6,0.7131
42081,Lycoming County,Pennsylvania,8.6,0.4113
46085,Lyman County,South Dakota,8.6,0.6507
46111,Sanborn County,South Dakota,8.6,0.1318
47087,Jackson County,Tennessee,8.6,0.5231
48009,Archer County,Texas,8.6,0.327
48037,Bowie County,Texas,8.6,0.6068
48077,Clay County,Texas,8.6,0.4546
48309,Mclennan County,Texas,8.6,0.5883
51007,Amelia County,Virginia,8.6,0.2569
51165,Rockingham County,Virginia,8.6,0.1789
51820,Waynesboro City,Virginia,8.6,0.8278
53023,Garfield County,Washington,8.6,0.7472
53025,Grant County,Washington,8.6,0.5167
53061,Snohomish County,Washington,8.6,0.0799
54105,Wirt County,West Virginia,8.6,0.6896
55005,Barron County,Wisconsin,8.6,0.5753
55009,Brown County,Wisconsin,8.6,0.2757
55053,Jackson County,Wisconsin,8.6,0.4394
55101,Racine County,Wisconsin,8.6,0.5396
05125,Saline County,Arkansas,8.7,0.737
08023,Costilla County,Colorado,8.7,0.8332
09003,Hartford County,Connecticut,8.7,0.1869
11001,District Of Columbia,District of Columbia,8.7,0.0283
12035,Flagler County,Florida,8.7,0.3021
12117,Seminole County,Florida,8.7,0.0487
13235,Pulaski County,Georgia,8.7,0.8236
13257,Stephens County,Georgia,8.7,0.5626
13269,Taylor County,Georgia,8.7,0.7116
16029,Caribou County,Idaho,8.7,0.2346
16067,Minidoka County,Idaho,8.7,0.7924
17197,Will County,Illinois,8.7,0.1417
18047,Franklin County,Indiana,8.7,0.5718
