SVI Theme: Housing Type & Transportation; Overall Housing Type & Transportation (Percentile); NaturalBreaks
Data downloaded on 20-April-2024
County_FIPS,County,State,Diagnosed Diabetes-2018-Percentage,Overall Housing Type & Transportation-2018-Percentile
48191,Hall County,Texas,7.1,0.3833
48243,Jeff Davis County,Texas,7.1,0.1522
48247,Jim Hogg County,Texas,7.1,0.4919
48249,Jim Wells County,Texas,7.1,0.6746
48255,Karnes County,Texas,7.1,0.9392
48311,Mcmullen County,Texas,7.1,0.3091
48321,Matagorda County,Texas,7.1,0.7666
48357,Ochiltree County,Texas,7.1,0.391
48359,Oldham County,Texas,7.1,0.5215
48369,Parmer County,Texas,7.1,0.5062
48403,Sabine County,Texas,7.1,0.2139
48489,Willacy County,Texas,7.1,0.8386
48501,Yoakum County,Texas,7.1,0.3034
49019,Grand County,Utah,7.1,0.7561
51570,Colonial Heights City,Virginia,7.1,0.1802
53017,Douglas County,Washington,7.1,0.5845
53029,Island County,Washington,7.1,0.2442
55013,Burnett County,Wisconsin,7.1,0.0458
55033,Dunn County,Wisconsin,7.1,0.6536
55057,Juneau County,Wisconsin,7.1,0.6441
55125,Vilas County,Wisconsin,7.1,0.0283
04025,Yavapai County,Arizona,7.2,0.5791
06009,Calaveras County,California,7.2,0.063
09013,Tolland County,Connecticut,7.2,0.3461
13005,Bacon County,Georgia,7.2,0.8204
13065,Clinch County,Georgia,7.2,0.9637
13281,Towns County,Georgia,7.2,0.3639
13283,Treutlen County,Georgia,7.2,0.9401
16023,Butte County,Idaho,7.2,0.3365
16037,Custer County,Idaho,7.2,0.226
16049,Idaho County,Idaho,7.2,0.5966
17027,Clinton County,Illinois,7.2,0.5358
17039,De Witt County,Illinois,7.2,0.1318
17049,Effingham County,Illinois,7.2,0.3932
17105,Livingston County,Illinois,7.2,0.6724
17133,Monroe County,Illinois,7.2,0.0121
17145,Perry County,Illinois,7.2,0.7854
17147,Piatt County,Illinois,7.2,0.0041
17151,Pope County,Illinois,7.2,0.304
17175,Stark County,Illinois,7.2,0.014
17181,Union County,Illinois,7.2,0.7609
18027,Daviess County,Indiana,7.2,0.8586
19075,Grundy County,Iowa,7.2,0.006
19125,Marion County,Iowa,7.2,0.589
19187,Webster County,Iowa,7.2,0.6011
20065,Graham County,Kansas,7.2,0.0484
21063,Elliott County,Kentucky,7.2,0.6775
23015,Lincoln County,Maine,7.2,0.1796
26089,Leelanau County,Michigan,7.2,0.0242
26153,Schoolcraft County,Michigan,7.2,0.2833
27027,Clay County,Minnesota,7.2,0.7157
27139,Scott County,Minnesota,7.2,0.2321
29011,Barton County,Missouri,7.2,0.4604
29053,Cooper County,Missouri,7.2,0.4852
29185,St. Clair County,Missouri,7.2,0.4747
30019,Daniels County,Montana,7.2,0.0869
30111,Yellowstone County,Montana,7.2,0.7453
31011,Boone County,Nebraska,7.2,0.0904
31017,Brown County,Nebraska,7.2,0.1636
31035,Clay County,Nebraska,7.2,0.0178
31051,Dixon County,Nebraska,7.2,0.1904
31071,Garfield County,Nebraska,7.2,0.086
31099,Kearney County,Nebraska,7.2,0.1792
31169,Thayer County,Nebraska,7.2,0.0608
32029,Storey County,Nevada,7.2,0.0197
36059,Nassau County,New York,7.2,0.5546
36119,Westchester County,New York,7.2,0.9386
37059,Davie County,North Carolina,7.2,0.3356
37145,Person County,North Carolina,7.2,0.6224
38039,Griggs County,North Dakota,7.2,0.135
40129,Roger Mills County,Oklahoma,7.2,0.0548
41021,Gilliam County,Oregon,7.2,0.32
41037,Lake County,Oregon,7.2,0.8609
42025,Carbon County,Pennsylvania,7.2,0.2216
42127,Wayne County,Pennsylvania,7.2,0.2318
46015,Brule County,South Dakota,7.2,0.8252
46045,Edmunds County,South Dakota,7.2,0.1041
46067,Hutchinson County,South Dakota,7.2,0.2636
46079,Lake County,South Dakota,7.2,0.5861
46127,Union County,South Dakota,7.2,0.0704
47009,Blount County,Tennessee,7.2,0.3142
47103,Lincoln County,Tennessee,7.2,0.5642
48057,Calhoun County,Texas,7.2,0.5603
48067,Cass County,Texas,7.2,0.6819
48075,Childress County,Texas,7.2,0.6737
48103,Crane County,Texas,7.2,0.4559
48109,Culberson County,Texas,7.2,0.8844
48111,Dallam County,Texas,7.2,0.2652
48143,Erath County,Texas,7.2,0.9573
48223,Hopkins County,Texas,7.2,0.4483
48237,Jack County,Texas,7.2,0.7892
48239,Jackson County,Texas,7.2,0.6418
48253,Jones County,Texas,7.2,0.5712
48301,Loving County,Texas,7.2,0.5721
48307,Mcculloch County,Texas,7.2,0.3072
48341,Moore County,Texas,7.2,0.4922
48351,Newton County,Texas,7.2,0.3289
48365,Panola County,Texas,7.2,0.6125
48371,Pecos County,Texas,7.2,0.9691
48457,Tyler County,Texas,7.2,0.9675
49033,Rich County,Utah,7.2,0.1474
49053,Washington County,Utah,7.2,0.4046
50027,Windsor County,Vermont,7.2,0.3028
51530,Buena Vista City,Virginia,7.2,0.298
51720,Norton City,Virginia,7.2,0.8542
53007,Chelan County,Washington,7.2,0.7641
55123,Vernon County,Wisconsin,7.2,0.696
56023,Lincoln County,Wyoming,7.2,0.093
02100,Haines Borough,Alaska,7.3,0.482
02105,Hoonah-Angoon Census Area,Alaska,7.3,0.7794
02220,Sitka City and Borough,Alaska,7.3,0.9417
06003,Alpine County,California,7.3,0.7055
08017,Cheyenne County,Colorado,7.3,0.0624
13025,Brantley County,Georgia,7.3,0.249
13101,Echols County,Georgia,7.3,0.3588
13187,Lumpkin County,Georgia,7.3,0.4358
13293,Upson County,Georgia,7.3,0.7644
16025,Camas County,Idaho,7.3,0.0127
16059,Lemhi County,Idaho,7.3,0.4779
17033,Crawford County,Illinois,7.3,0.3865
17071,Henderson County,Illinois,7.3,0.0188
17111,Mchenry County,Illinois,7.3,0.0408
17123,Marshall County,Illinois,7.3,0.0274
17139,Moultrie County,Illinois,7.3,0.7354
17159,Richland County,Illinois,7.3,0.3454
17171,Scott County,Illinois,7.3,0.0777
17173,Shelby County,Illinois,7.3,0.113
19143,Osceola County,Iowa,7.3,0.1926
19161,Sac County,Iowa,7.3,0.0236
19189,Winnebago County,Iowa,7.3,0.1751
20023,Cheyenne County,Kansas,7.3,0.0134
20045,Douglas County,Kansas,7.3,0.6991
20077,Harper County,Kansas,7.3,0.1184
20167,Russell County,Kansas,7.3,0.1315
20185,Stafford County,Kansas,7.3,0.0605
21149,Mclean County,Kentucky,7.3,0.2251
21223,Trimble County,Kentucky,7.3,0.56
21233,Webster County,Kentucky,7.3,0.7112
24031,Montgomery County,Maryland,7.3,0.5804
26001,Alcona County,Michigan,7.3,0.0551
26051,Gladwin County,Michigan,7.3,0.4788
27107,Norman County,Minnesota,7.3,0.6113
27137,St. Louis County,Minnesota,7.3,0.8182
30039,Granite County,Montana,7.3,0.1299
30097,Sweet Grass County,Montana,7.3,0.0099
30103,Treasure County,Montana,7.3,0.0729
31085,Hayes County,Nebraska,7.3,0.0006
31097,Johnson County,Nebraska,7.3,0.8287
31105,Kimball County,Nebraska,7.3,0.2423
31163,Sherman County,Nebraska,7.3,0.0627
32011,Eureka County,Nevada,7.3,0.1824
33015,Rockingham County,New Hampshire,7.3,0.114
35011,De Baca County,New Mexico,7.3,0.2668
35059,Union County,New Mexico,7.3,0.5014
36021,Columbia County,New York,7.3,0.632
37023,Burke County,North Carolina,7.3,0.7924
37199,Yancey County,North Carolina,7.3,0.2601
39135,Preble County,Ohio,7.3,0.0815
41015,Curry County,Oregon,7.3,0.4776
42007,Beaver County,Pennsylvania,7.3,0.4196
42011,Berks County,Pennsylvania,7.3,0.623
42019,Butler County,Pennsylvania,7.3,0.5412
42053,Forest County,Pennsylvania,7.3,0.4897
46073,Jerauld County,South Dakota,7.3,0.1407
48003,Andrews County,Texas,7.3,0.4323
48031,Blanco County,Texas,7.3,0.2069
48063,Camp County,Texas,7.3,0.6291
48071,Chambers County,Texas,7.3,0.3317
48099,Coryell County,Texas,7.3,0.6734
48285,Lavaca County,Texas,7.3,0.7424
48337,Montague County,Texas,7.3,0.3292
48343,Morris County,Texas,7.3,0.4015
48407,San Jacinto County,Texas,7.3,0.269
48471,Walker County,Texas,7.3,0.9895
50015,Lamoille County,Vermont,7.3,0.4279
51043,Clarke County,Virginia,7.3,0.0981
51079,Greene County,Virginia,7.3,0.1188
51580,Covington City,Virginia,7.3,0.4212
51640,Galax City,Virginia,7.3,0.9188
51660,Harrisonburg City,Virginia,7.3,0.9787
55023,Crawford County,Wisconsin,7.3,0.7523
55059,Kenosha County,Wisconsin,7.3,0.6135
55065,Lafayette County,Wisconsin,7.3,0.1108
55083,Oconto County,Wisconsin,7.3,0.078
55133,Waukesha County,Wisconsin,7.3,0.1028
56005,Campbell County,Wyoming,7.3,0.7007
56009,Converse County,Wyoming,7.3,0.4155
02158,Kusilvak Census Area,Alaska,7.4,0.6804
06023,Humboldt County,California,7.4,0.9042
06043,Mariposa County,California,7.4,0.5938
06081,San Mateo County,California,7.4,0.6043
08011,Bent County,Colorado,7.4,0.8077
08057,Jackson County,Colorado,7.4,0.0102
12071,Lee County,Florida,7.4,0.6103
13027,Brooks County,Georgia,7.4,0.6097
13117,Forsyth County,Georgia,7.4,0.0159
13119,Franklin County,Georgia,7.4,0.688
13123,Gilmer County,Georgia,7.4,0.2728
13311,White County,Georgia,7.4,0.0876
16039,Elmore County,Idaho,7.4,0.3738
17063,Grundy County,Illinois,7.4,0.0602
17075,Iroquois County,Illinois,7.4,0.1566
17117,Macoupin County,Illinois,7.4,0.149
17149,Pike County,Illinois,7.4,0.2563
17183,Vermilion County,Illinois,7.4,0.7587
18051,Gibson County,Indiana,7.4,0.6667
19043,Clayton County,Iowa,7.4,0.3881
19157,Poweshiek County,Iowa,7.4,0.3623
20101,Lane County,Kansas,7.4,0.0025
21185,Oldham County,Kentucky,7.4,0.1563
21187,Owen County,Kentucky,7.4,0.3282
21209,Scott County,Kentucky,7.4,0.5138
22023,Cameron Parish,Louisiana,7.4,0.227
24035,Queen Anne&#39;s County,Maryland,7.4,0.0296
26005,Allegan County,Michigan,7.4,0.2506
26029,Charlevoix County,Michigan,7.4,0.1687
26111,Midland County,Michigan,7.4,0.3999
27043,Faribault County,Minnesota,7.4,0.1894
29019,Boone County,Missouri,7.4,0.7144
29135,Moniteau County,Missouri,7.4,0.639
29153,Ozark County,Missouri,7.4,0.3906
29199,Scotland County,Missouri,7.4,0.7004
31103,Keya Paha County,Nebraska,7.4,0.0032
34039,Union County,New Jersey,7.4,0.7905
35001,Bernalillo County,New Mexico,7.4,0.659
35037,Quay County,New Mexico,7.4,0.1423
37037,Chatham County,North Carolina,7.4,0.283
37055,Dare County,North Carolina,7.4,0.1885
37063,Durham County,North Carolina,7.4,0.9019
37167,Stanly County,North Carolina,7.4,0.553
38003,Barnes County,North Dakota,7.4,0.5798
38051,Mcintosh County,North Dakota,7.4,0.1127
38053,Mckenzie County,North Dakota,7.4,0.7717
39109,Miami County,Ohio,7.4,0.0665
40007,Beaver County,Oklahoma,7.4,0.2184
41065,Wasco County,Oregon,7.4,0.9733
42099,Perry County,Pennsylvania,7.4,0.1614
46025,Clark County,South Dakota,7.4,0.157
47049,Fentress County,Tennessee,7.4,0.4814
47169,Trousdale County,Tennessee,7.4,0.2862
48025,Bee County,Texas,7.4,0.972
48051,Burleson County,Texas,7.4,0.4709
48089,Colorado County,Texas,7.4,0.7428
48145,Falls County,Texas,7.4,0.9987
48149,Fayette County,Texas,7.4,0.5861
48175,Goliad County,Texas,7.4,0.4597
48227,Howard County,Texas,7.4,0.9557
48335,Mitchell County,Texas,7.4,0.6543
48345,Motley County,Texas,7.4,0.2073
49001,Beaver County,Utah,7.4,0.1258
51077,Grayson County,Virginia,7.4,0.5068
51600,Fairfax City,Virginia,7.4,0.6928
51790,Staunton City,Virginia,7.4,0.6081
53043,Lincoln County,Washington,7.4,0.0863
53051,Pend Oreille County,Washington,7.4,0.5683
53073,Whatcom County,Washington,7.4,0.8781
55045,Green County,Wisconsin,7.4,0.0764
55107,Rusk County,Wisconsin,7.4,0.3015
55131,Washington County,Wisconsin,7.4,0.0433
56043,Washakie County,Wyoming,7.4,0.2751
02185,North Slope Borough,Alaska,7.5,0.9924
06049,Modoc County,California,7.5,0.5769
06055,Napa County,California,7.5,0.8249
08025,Crowley County,Colorado,7.5,0.8478
08121,Washington County,Colorado,7.5,0.3719
13127,Glynn County,Georgia,7.5,0.694
16009,Benewah County,Idaho,7.5,0.5581
16061,Lewis County,Idaho,7.5,0.3709
17003,Alexander County,Illinois,7.5,0.8488
17005,Bond County,Illinois,7.5,0.9265
17011,Bureau County,Illinois,7.5,0.1273
17097,Lake County,Illinois,7.5,0.5365
17191,Wayne County,Illinois,7.5,0.5259
18123,Perry County,Indiana,7.5,0.5205
19017,Bremer County,Iowa,7.5,0.1678
19025,Calhoun County,Iowa,7.5,0.3107
19033,Cerro Gordo County,Iowa,7.5,0.4454
19063,Emmet County,Iowa,7.5,0.5374
19137,Montgomery County,Iowa,7.5,0.2916
20007,Barber County,Kansas,7.5,0.2365
20019,Chautauqua County,Kansas,7.5,0.7313
20043,Doniphan County,Kansas,7.5,0.4346
20079,Harvey County,Kansas,7.5,0.3279
20147,Phillips County,Kansas,7.5,0.348
20163,Rooks County,Kansas,7.5,0.0742
21049,Clark County,Kentucky,7.5,0.4772
26003,Alger County,Michigan,7.5,0.545
27001,Aitkin County,Minnesota,7.5,0.4266
27039,Dodge County,Minnesota,7.5,0.0653
27041,Douglas County,Minnesota,7.5,0.2098
27153,Todd County,Minnesota,7.5,0.5743
29137,Monroe County,Missouri,7.5,0.306
29147,Nodaway County,Missouri,7.5,0.5384
29197,Schuyler County,Missouri,7.5,0.212
31083,Harlan County,Nebraska,7.5,0.0662
31145,Red Willow County,Nebraska,7.5,0.4365
31149,Rock County,Nebraska,7.5,0.0713
31171,Thomas County,Nebraska,7.5,0.0029
31181,Webster County,Nebraska,7.5,0.0611
31183,Wheeler County,Nebraska,7.5,0.0086
34003,Bergen County,New Jersey,7.5,0.5616
35017,Grant County,New Mexico,7.5,0.8994
36091,Saratoga County,New York,7.5,0.2642
36113,Warren County,New York,7.5,0.369
37009,Ashe County,North Carolina,7.5,0.4218
40003,Alfalfa County,Oklahoma,7.5,0.1808
40025,Cimarron County,Oklahoma,7.5,0.0946
40033,Cotton County,Oklahoma,7.5,0.4059
40105,Nowata County,Oklahoma,7.5,0.2525
41025,Harney County,Oregon,7.5,0.7103
46033,Custer County,South Dakota,7.5,0.4489
46043,Douglas County,South Dakota,7.5,0.405
46093,Meade County,South Dakota,7.5,0.3766
46107,Potter County,South Dakota,7.5,0.1611
47015,Cannon County,Tennessee,7.5,0.3585
47055,Giles County,Tennessee,7.5,0.5944
47095,Lake County,Tennessee,7.5,0.9481
48049,Brown County,Texas,7.5,0.6931
48265,Kerr County,Texas,7.5,0.7319
48315,Marion County,Texas,7.5,0.3515
48377,Presidio County,Texas,7.5,0.7026
48409,San Patricio County,Texas,7.5,0.625
48445,Terry County,Texas,7.5,0.95
48453,Travis County,Texas,7.5,0.7386
48467,Van Zandt County,Texas,7.5,0.3391
49009,Daggett County,Utah,7.5,0.5578
49049,Utah County,Utah,7.5,0.5078
50017,Orange County,Vermont,7.5,0.3884
51061,Fauquier County,Virginia,7.5,0.0092
51119,Middlesex County,Virginia,7.5,0.3037
51127,New Kent County,Virginia,7.5,0.0306
51145,Powhatan County,Virginia,7.5,0.0334
51678,Lexington City,Virginia,7.5,0.6692
51750,Radford City,Virginia,7.5,0.8236
53019,Ferry County,Washington,7.5,0.7033
55003,Ashland County,Wisconsin,7.5,0.7886
55067,Langlade County,Wisconsin,7.5,0.2665
55113,Sawyer County,Wisconsin,7.5,0.3569
55119,Taylor County,Wisconsin,7.5,0.2063
04019,Pima County,Arizona,7.6,0.9825
05017,Chicot County,Arkansas,7.6,0.9863
05021,Clay County,Arkansas,7.6,0.2935
05063,Independence County,Arkansas,7.6,0.6326
06013,Contra Costa County,California,7.6,0.4795
06111,Ventura County,California,7.6,0.5508
08009,Baca County,Colorado,7.6,0.3941
08043,Fremont County,Colorado,7.6,0.7036
08105,Rio Grande County,Colorado,7.6,0.9277
13011,Banks County,Georgia,7.6,0.2474
13137,Habersham County,Georgia,7.6,0.7163
13249,Schley County,Georgia,7.6,0.4569
13275,Thomas County,Georgia,7.6,0.8093
16021,Boundary County,Idaho,7.6,0.2604
16047,Gooding County,Idaho,7.6,0.4588
17021,Christian County,Illinois,7.6,0.4094
17041,Douglas County,Illinois,7.6,0.5447
17109,Mcdonough County,Illinois,7.6,0.8953
17193,White County,Illinois,7.6,0.5817
18049,Fulton County,Indiana,7.6,0.1933
19031,Cedar County,Iowa,7.6,0.0344
19067,Floyd County,Iowa,7.6,0.3206
19097,Jackson County,Iowa,7.6,0.164
19103,Johnson County,Iowa,7.6,0.8593
19197,Wright County,Iowa,7.6,0.2633
20093,Kearny County,Kansas,7.6,0.0828
20161,Riley County,Kansas,7.6,0.9532
20193,Thomas County,Kansas,7.6,0.0952
20197,Wabaunsee County,Kansas,7.6,0.0427
20207,Woodson County,Kansas,7.6,0.0471
21143,Lyon County,Kentucky,7.6,0.4906
22081,Red River Parish,Louisiana,7.6,0.5712
24013,Carroll County,Maryland,7.6,0.1831
26043,Dickinson County,Michigan,7.6,0.3824
26085,Lake County,Michigan,7.6,0.6877
26095,Luce County,Michigan,7.6,0.5075
26103,Marquette County,Michigan,7.6,0.5804
26139,Ottawa County,Michigan,7.6,0.4877
26151,Sanilac County,Michigan,7.6,0.3002
26155,Shiawassee County,Michigan,7.6,0.1401
27021,Cass County,Minnesota,7.6,0.3158
27031,Cook County,Minnesota,7.6,0.6969
27033,Cottonwood County,Minnesota,7.6,0.4413
27077,Lake Of The Woods County,Minnesota,7.6,0.4706
27103,Nicollet County,Minnesota,7.6,0.6527
27113,Pennington County,Minnesota,7.6,0.7135
27163,Washington County,Minnesota,7.6,0.1293
29001,Adair County,Missouri,7.6,0.6148
29109,Lawrence County,Missouri,7.6,0.5333
29225,Webster County,Missouri,7.6,0.8335
30021,Dawson County,Montana,7.6,0.5285
30095,Stillwater County,Montana,7.6,0.0926
31007,Banner County,Nebraska,7.6,0.001
31049,Deuel County,Nebraska,7.6,0.0137
31137,Phelps County,Nebraska,7.6,0.2674
31177,Washington County,Nebraska,7.6,0.1038
35051,Sierra County,New Mexico,7.6,0.6975
36087,Rockland County,New York,7.6,0.9074
37137,Pamlico County,North Carolina,7.6,0.8551
37143,Perquimans County,North Carolina,7.6,0.2961
38041,Hettinger County,North Dakota,7.6,0.0411
38047,Logan County,North Dakota,7.6,0.1344
39127,Perry County,Ohio,7.6,0.3811
39163,Vinton County,Ohio,7.6,0.5565
41005,Clackamas County,Oregon,7.6,0.4148
41049,Morrow County,Oregon,7.6,0.5183
41063,Wallowa County,Oregon,7.6,0.8096
42111,Somerset County,Pennsylvania,7.6,0.7564
46039,Deuel County,South Dakota,7.6,0.0748
46049,Faulk County,South Dakota,7.6,0.1827
48059,Callahan County,Texas,7.6,0.1035
48135,Ector County,Texas,7.6,0.7224
48197,Hardeman County,Texas,7.6,0.2359
48381,Randall County,Texas,7.6,0.39
49023,Juab County,Utah,7.6,0.1722
49029,Morgan County,Utah,7.6,0.0003
49035,Salt Lake County,Utah,7.6,0.4846
50005,Caledonia County,Vermont,7.6,0.5791
51003,Albemarle County,Virginia,7.6,0.518
51021,Bland County,Virginia,7.6,0.7526
51115,Mathews County,Virginia,7.6,0.0143
51685,Manassas Park City,Virginia,7.6,0.2611
53033,King County,Washington,7.6,0.8666
55061,Kewaunee County,Wisconsin,7.6,0.1245
56007,Carbon County,Wyoming,7.6,0.8198
56045,Weston County,Wyoming,7.6,0.6581
05083,Logan County,Arkansas,7.7,0.4763
05117,Prairie County,Arkansas,7.7,0.695
05127,Scott County,Arkansas,7.7,0.5731
06035,Lassen County,California,7.7,0.7198
06103,Tehama County,California,7.7,0.8456
08001,Adams County,Colorado,7.7,0.5524
08099,Prowers County,Colorado,7.7,0.7367
12103,Pinellas County,Florida,7.7,0.8112
13111,Fannin County,Georgia,7.7,0.1019
13171,Lamar County,Georgia,7.7,0.3699
13241,Rabun County,Georgia,7.7,0.462
17025,Clay County,Illinois,7.7,0.511
17163,St. Clair County,Illinois,7.7,0.4499
17167,Sangamon County,Illinois,7.7,0.6361
18147,Spencer County,Indiana,7.7,0.1073
18151,Steuben County,Indiana,7.7,0.467
19091,Humboldt County,Iowa,7.7,0.0825
19139,Muscatine County,Iowa,7.7,0.3642
19183,Washington County,Iowa,7.7,0.1907
20025,Clark County,Kansas,7.7,0.2779
20111,Lyon County,Kansas,7.7,0.9379
22049,Jackson Parish,Louisiana,7.7,0.8395
22125,West Feliciana Parish,Louisiana,7.7,0.8453
23007,Franklin County,Maine,7.7,0.3677
26061,Houghton County,Michigan,7.7,0.9306
26071,Iron County,Michigan,7.7,0.3594
26097,Mackinac County,Michigan,7.7,0.7953
26109,Menominee County,Michigan,7.7,0.4193
26137,Otsego County,Michigan,7.7,0.4508
27011,Big Stone County,Minnesota,7.7,0.4804
27119,Polk County,Minnesota,7.7,0.7303
27173,Yellow Medicine County,Minnesota,7.7,0.3464
29017,Bollinger County,Missouri,7.7,0.3534
29025,Caldwell County,Missouri,7.7,0.6855
29067,Douglas County,Missouri,7.7,0.2047
29079,Grundy County,Missouri,7.7,0.6759
29157,Perry County,Missouri,7.7,0.2499
30033,Garfield County,Montana,7.7,0.1054
30053,Lincoln County,Montana,7.7,0.1359
31065,Furnas County,Nebraska,7.7,0.1621
31133,Pawnee County,Nebraska,7.7,0.3212
32015,Lander County,Nevada,7.7,0.9083
33001,Belknap County,New Hampshire,7.7,0.2356
33013,Merrimack County,New Hampshire,7.7,0.538
37019,Brunswick County,North Carolina,7.7,0.3419
37033,Caswell County,North Carolina,7.7,0.8981
37173,Swain County,North Carolina,7.7,0.5498
38009,Bottineau County,North Dakota,7.7,0.1363
38015,Burleigh County,North Dakota,7.7,0.7227
38075,Renville County,North Dakota,7.7,0.049
38083,Sheridan County,North Dakota,7.7,0.0592
39051,Fulton County,Ohio,7.7,0.0723
39123,Ottawa County,Ohio,7.7,0.2662
41035,Klamath County,Oregon,7.7,0.8561
42049,Erie County,Pennsylvania,7.7,0.7848
42069,Lackawanna County,Pennsylvania,7.7,0.652
46011,Brookings County,South Dakota,7.7,0.6106
46087,Mccook County,South Dakota,7.7,0.1882
46089,Mcpherson County,South Dakota,7.7,0.1305
46123,Tripp County,South Dakota,7.7,0.2706
46135,Yankton County,South Dakota,7.7,0.6151
47003,Bedford County,Tennessee,7.7,0.5454
47129,Morgan County,Tennessee,7.7,0.7689
47135,Perry County,Tennessee,7.7,0.6434
47175,Van Buren County,Tennessee,7.7,0.525
48013,Atascosa County,Texas,7.7,0.6192
48161,Freestone County,Texas,7.7,0.7294
48221,Hood County,Texas,7.7,0.3929
48313,Madison County,Texas,7.7,0.9621
48375,Potter County,Texas,7.7,0.985
48395,Robertson County,Texas,7.7,0.7141
48441,Taylor County,Texas,7.7,0.7399
48479,Webb County,Texas,7.7,0.8497
49025,Kane County,Utah,7.7,0.0468
50013,Grand Isle County,Vermont,7.7,0.0067
51036,Charles City County,Virginia,7.7,0.1079
51045,Craig County,Virginia,7.7,0.2843
51125,Nelson County,Virginia,7.7,0.4066
51179,Stafford County,Virginia,7.7,0.1296
51690,Martinsville City,Virginia,7.7,0.5597
54073,Pleasants County,West Virginia,7.7,0.5549
55035,Eau Claire County,Wisconsin,7.7,0.5896
55039,Fond Du Lac County,Wisconsin,7.7,0.5419
02180,Nome Census Area,Alaska,7.8,0.9102
04003,Cochise County,Arizona,7.8,0.936
06069,San Benito County,California,7.8,0.1958
06073,San Diego County,California,7.8,0.8411
06079,San Luis Obispo County,California,7.8,0.7832
06097,Sonoma County,California,7.8,0.6472
06113,Yolo County,California,7.8,0.9519
12017,Citrus County,Florida,7.8,0.5304
12061,Indian River County,Florida,7.8,0.3403
13007,Baker County,Georgia,7.8,0.6068
13083,Dade County,Georgia,7.8,0.9118
13085,Dawson County,Georgia,7.8,0.0907
13133,Greene County,Georgia,7.8,0.312
13147,Hart County,Georgia,7.8,0.3897
13161,Jeff Davis County,Georgia,7.8,0.8344
13221,Oglethorpe County,Georgia,7.8,0.2012
13307,Webster County,Georgia,7.8,0.2171
16075,Payette County,Idaho,7.8,0.3196
17077,Jackson County,Illinois,7.8,0.9366
18015,Carroll County,Indiana,7.8,0.05
18121,Parke County,Indiana,7.8,0.8698
18131,Pulaski County,Indiana,7.8,0.0856
19005,Allamakee County,Iowa,7.8,0.5333
19111,Lee County,Iowa,7.8,0.5568
19115,Louisa County,Iowa,7.8,0.3438
20029,Cloud County,Kansas,7.8,0.1652
20033,Comanche County,Kansas,7.8,0.1398
20121,Miami County,Kansas,7.8,0.0634
20171,Scott County,Kansas,7.8,0.4527
21041,Carroll County,Kentucky,7.8,0.8621
21141,Logan County,Kentucky,7.8,0.2534
21211,Shelby County,Kentucky,7.8,0.384
21227,Warren County,Kentucky,7.8,0.8806
22043,Grant Parish,Louisiana,7.8,0.4849
22113,Vermilion Parish,Louisiana,7.8,0.6224
26059,Hillsdale County,Michigan,7.8,0.7504
26125,Oakland County,Michigan,7.8,0.184
27003,Anoka County,Minnesota,7.8,0.2136
27059,Isanti County,Minnesota,7.8,0.1977
27085,Mcleod County,Minnesota,7.8,0.1503
29119,Mcdonald County,Missouri,7.8,0.68
29179,Reynolds County,Missouri,7.8,0.4027
29211,Sullivan County,Missouri,7.8,0.4944
30049,Lewis And Clark County,Montana,7.8,0.454
30109,Wibaux County,Montana,7.8,0.0697
31061,Franklin County,Nebraska,7.8,0.0481
31077,Greeley County,Nebraska,7.8,0.0175
31089,Holt County,Nebraska,7.8,0.1086
31095,Jefferson County,Nebraska,7.8,0.0793
31167,Stanton County,Nebraska,7.8,0.0057
31179,Wayne County,Nebraska,7.8,0.3645
32013,Humboldt County,Nevada,7.8,0.6084
33019,Sullivan County,New Hampshire,7.8,0.3314
34037,Sussex County,New Jersey,7.8,0.0465
38057,Mercer County,North Dakota,7.8,0.4416
38063,Nelson County,North Dakota,7.8,0.1694
39005,Ashland County,Ohio,7.8,0.7373
40061,Haskell County,Oklahoma,7.8,0.4429
40113,Osage County,Oklahoma,7.8,0.5552
41053,Polk County,Oregon,7.8,0.5677
42045,Delaware County,Pennsylvania,7.8,0.7272
42083,Mckean County,Pennsylvania,7.8,0.703
46003,Aurora County,South Dakota,7.8,0.1703
47033,Crockett County,Tennessee,7.8,0.4072
47057,Grainger County,Tennessee,7.8,0.3152
47189,Wilson County,Tennessee,7.8,0.1582
48157,Fort Bend County,Texas,7.8,0.2248
48429,Stephens County,Texas,7.8,0.6285
49027,Millard County,Utah,7.8,0.3442
49041,Sevier County,Utah,7.8,0.1251
51071,Giles County,Virginia,7.8,0.1309
51157,Rappahannock County,Virginia,7.8,0.0019
51177,Spotsylvania County,Virginia,7.8,0.1468
51680,Lynchburg City,Virginia,7.8,0.893
55081,Monroe County,Wisconsin,7.8,0.638
56037,Sweetwater County,Wyoming,7.8,0.412
02016,Aleutians West Census Area,Alaska,7.9,0.9955
02090,Fairbanks North Star Borough,Alaska,7.9,0.7529
05097,Montgomery County,Arkansas,7.9,0.5091
12015,Charlotte County,Florida,7.9,0.547
12073,Leon County,Florida,7.9,0.8497
13053,Chattahoochee County,Georgia,7.9,0.8889
13149,Heard County,Georgia,7.9,0.567
13209,Montgomery County,Georgia,7.9,0.8532
13239,Quitman County,Georgia,7.9,0.6065
13273,Terrell County,Georgia,7.9,0.9433
13309,Wheeler County,Georgia,7.9,0.9911
15007,Kauai County,Hawaii,7.9,0.397
16079,Shoshone County,Idaho,7.9,0.7749
17023,Clark County,Illinois,7.9,0.0891
