SVI Theme: Housing Type & Transportation; Overall Housing Type & Transportation (Percentile); NaturalBreaks
Data downloaded on 20-April-2024
County_FIPS,County,State,Diagnosed Diabetes-2018-Percentage,Overall Housing Type & Transportation-2018-Percentile
17035,Cumberland County,Illinois,7.9,0.1095
17073,Henry County,Illinois,7.9,0.1289
17127,Massac County,Illinois,7.9,0.8064
17137,Morgan County,Illinois,7.9,0.7358
18033,Dekalb County,Indiana,7.9,0.1971
18073,Jasper County,Indiana,7.9,0.2241
18175,Washington County,Indiana,7.9,0.2486
19177,Van Buren County,Iowa,7.9,0.2547
20083,Hodgeman County,Kansas,7.9,0.0576
20115,Marion County,Kansas,7.9,0.2327
20195,Trego County,Kansas,7.9,0.0796
21057,Cumberland County,Kentucky,7.9,0.4632
21075,Fulton County,Kentucky,7.9,0.4839
21151,Madison County,Kentucky,7.9,0.5899
21205,Rowan County,Kentucky,7.9,0.9742
23031,York County,Maine,7.9,0.2811
25013,Hampden County,Massachusetts,7.9,0.843
26013,Baraga County,Michigan,7.9,0.7396
27025,Chisago County,Minnesota,7.9,0.2862
27057,Hubbard County,Minnesota,7.9,0.3266
27093,Meeker County,Minnesota,7.9,0.4355
27111,Otter Tail County,Minnesota,7.9,0.4753
27147,Steele County,Minnesota,7.9,0.5699
28045,Hancock County,Mississippi,7.9,0.3085
29073,Gasconade County,Missouri,7.9,0.0443
30077,Powell County,Montana,7.9,0.4998
32017,Lincoln County,Nevada,7.9,0.3327
35041,Roosevelt County,New Mexico,7.9,0.7389
36055,Monroe County,New York,7.9,0.6574
36069,Ontario County,New York,7.9,0.6301
36111,Ulster County,New York,7.9,0.8023
37053,Currituck County,North Carolina,7.9,0.0579
37175,Transylvania County,North Carolina,7.9,0.3992
39159,Union County,Ohio,7.9,0.291
40077,Latimer County,Oklahoma,7.9,0.8797
42105,Potter County,Pennsylvania,7.9,0.2875
46057,Hamlin County,South Dakota,7.9,0.2273
47133,Overton County,Tennessee,7.9,0.4218
47173,Union County,Tennessee,7.9,0.6195
48455,Trinity County,Texas,7.9,0.5027
48481,Wharton County,Texas,7.9,0.7615
50009,Essex County,Vermont,7.9,0.0207
51049,Cumberland County,Virginia,7.9,0.2034
51051,Dickenson County,Virginia,7.9,0.816
51141,Patrick County,Virginia,7.9,0.4798
51181,Surry County,Virginia,7.9,0.2588
55139,Winnebago County,Wisconsin,7.9,0.4304
02050,Bethel Census Area,Alaska,8,0.9478
04013,Maricopa County,Arizona,8,0.7259
05009,Boone County,Arkansas,8,0.46
05061,Howard County,Arkansas,8,0.6581
05089,Marion County,Arkansas,8,0.311
06059,Orange County,California,8,0.5683
06089,Shasta County,California,8,0.815
06115,Yuba County,California,8,0.9077
08123,Weld County,Colorado,8,0.5279
12081,Manatee County,Florida,8,0.6511
13003,Atkinson County,Georgia,8,0.7042
13049,Charlton County,Georgia,8,0.7536
13197,Marion County,Georgia,8,0.5938
13263,Talbot County,Georgia,8,0.7453
16051,Jefferson County,Idaho,8,0.1729
16055,Kootenai County,Idaho,8,0.2572
16087,Washington County,Idaho,8,0.4336
17081,Jefferson County,Illinois,8,0.928
17099,Lasalle County,Illinois,8,0.3741
17113,Mclean County,Illinois,8,0.6393
17115,Macon County,Illinois,8,0.6425
17187,Warren County,Illinois,8,0.6756
18007,Benton County,Indiana,8,0.0541
18105,Monroe County,Indiana,8,0.8921
19087,Henry County,Iowa,8,0.2528
20017,Chase County,Kansas,8,0.4094
20039,Decatur County,Kansas,8,0.0583
20051,Ellis County,Kansas,8,0.3563
20067,Grant County,Kansas,8,0.1535
21003,Allen County,Kentucky,8,0.3674
21061,Edmonson County,Kentucky,8,0.588
21077,Gallatin County,Kentucky,8,0.6813
25005,Bristol County,Massachusetts,8,0.6466
25023,Plymouth County,Massachusetts,8,0.3515
25027,Worcester County,Massachusetts,8,0.7931
26011,Arenac County,Michigan,8,0.2709
26019,Benzie County,Michigan,8,0.0767
26143,Roscommon County,Michigan,8,0.2101
26147,St. Clair County,Michigan,8,0.2289
27097,Morrison County,Minnesota,8,0.4935
27123,Ramsey County,Minnesota,8,0.944
27129,Renville County,Minnesota,8,0.3018
28055,Issaquena County,Mississippi,8,0.9997
29007,Audrain County,Missouri,8,0.4737
29015,Benton County,Missouri,8,0.5113
29121,Macon County,Missouri,8,0.4514
29145,Newton County,Missouri,8,0.4422
29167,Polk County,Missouri,8,0.823
31107,Knox County,Nebraska,8,0.4721
31109,Lancaster County,Nebraska,8,0.6925
32007,Elko County,Nevada,8,0.5893
33003,Carroll County,New Hampshire,8,0.2111
33005,Cheshire County,New Hampshire,8,0.5556
34041,Warren County,New Jersey,8,0.3372
35007,Colfax County,New Mexico,8,0.9678
35043,Sandoval County,New Mexico,8,0.1847
36031,Essex County,New York,8,0.7151
36043,Herkimer County,New York,8,0.7106
37007,Anson County,North Carolina,8,0.9682
37029,Camden County,North Carolina,8,0.0341
37087,Haywood County,North Carolina,8,0.1872
39027,Clinton County,Ohio,8,0.5247
39069,Henry County,Ohio,8,0.1082
39169,Wayne County,Ohio,8,0.8297
40005,Atoka County,Oklahoma,8,0.6705
40029,Coal County,Oklahoma,8,0.39
40085,Love County,Oklahoma,8,0.234
40151,Woods County,Oklahoma,8,0.3473
41039,Lane County,Oregon,8,0.8956
42031,Clarion County,Pennsylvania,8,0.774
42043,Dauphin County,Pennsylvania,8,0.6562
42109,Snyder County,Pennsylvania,8,0.575
42115,Susquehanna County,Pennsylvania,8,0.1519
42117,Tioga County,Pennsylvania,8,0.4295
46035,Davison County,South Dakota,8,0.6453
46099,Minnehaha County,South Dakota,8,0.6765
46125,Turner County,South Dakota,8,0.1057
47027,Clay County,Tennessee,8,0.5279
47165,Sumner County,Tennessee,8,0.1815
48209,Hays County,Texas,8,0.7845
48339,Montgomery County,Texas,8,0.5221
48419,Shelby County,Texas,8,0.5294
48451,Tom Green County,Texas,8,0.8851
49013,Duchesne County,Utah,8,0.3808
49039,Sanpete County,Utah,8,0.6749
50021,Rutland County,Vermont,8,0.9443
51137,Orange County,Virginia,8,0.3088
53005,Benton County,Washington,8,0.5212
55011,Buffalo County,Wisconsin,8,0.084
55077,Marquette County,Wisconsin,8,0.2174
55103,Richland County,Wisconsin,8,0.4467
55137,Waushara County,Wisconsin,8,0.4951
56017,Hot Springs County,Wyoming,8,0.3247
05073,Lafayette County,Arkansas,8.1,0.6367
06015,Del Norte County,California,8.1,0.9968
06095,Solano County,California,8.1,0.6905
08003,Alamosa County,Colorado,8.1,0.9943
08021,Conejos County,Colorado,8.1,0.5903
08075,Logan County,Colorado,8.1,0.9634
13211,Morgan County,Georgia,8.1,0.0538
13223,Paulding County,Georgia,8.1,0.0194
13243,Randolph County,Georgia,8.1,0.8873
13317,Wilkes County,Georgia,8.1,0.2455
15009,Maui County,Hawaii,8.1,0.6622
17051,Fayette County,Illinois,8.1,0.4623
17089,Kane County,Illinois,8.1,0.2958
17101,Lawrence County,Illinois,8.1,0.8777
17121,Marion County,Illinois,8.1,0.6517
17153,Pulaski County,Illinois,8.1,0.3337
17177,Stephenson County,Illinois,8.1,0.4301
17179,Tazewell County,Illinois,8.1,0.2617
18029,Dearborn County,Indiana,8.1,0.1226
18057,Hamilton County,Indiana,8.1,0.035
18087,Lagrange County,Indiana,8.1,0.44
18117,Orange County,Indiana,8.1,0.7039
18143,Scott County,Indiana,8.1,0.3894
19037,Chickasaw County,Iowa,8.1,0.0525
19055,Delaware County,Iowa,8.1,0.0996
19165,Shelby County,Iowa,8.1,0.1149
20055,Finney County,Kansas,8.1,0.7119
20069,Gray County,Kansas,8.1,0.2305
20089,Jewell County,Kansas,8.1,0.0535
21055,Crittenden County,Kentucky,8.1,0.4419
21157,Marshall County,Kentucky,8.1,0.4263
21171,Monroe County,Kentucky,8.1,0.5979
22091,St. Helena Parish,Louisiana,8.1,0.7647
26023,Branch County,Michigan,8.1,0.7896
26119,Montmorency County,Michigan,8.1,0.1671
26161,Washtenaw County,Michigan,8.1,0.7873
27083,Lyon County,Minnesota,8.1,0.7978
27099,Mower County,Minnesota,8.1,0.7116
27149,Stevens County,Minnesota,8.1,0.6539
27151,Swift County,Minnesota,8.1,0.3012
27157,Wabasha County,Minnesota,8.1,0.1152
27159,Wadena County,Minnesota,8.1,0.7962
29037,Cass County,Missouri,8.1,0.0684
29051,Cole County,Missouri,8.1,0.5145
29103,Knox County,Missouri,8.1,0.2235
29107,Lafayette County,Missouri,8.1,0.5842
29151,Osage County,Missouri,8.1,0.1691
29205,Shelby County,Missouri,8.1,0.3712
30015,Chouteau County,Montana,8.1,0.6173
30045,Judith Basin County,Montana,8.1,0.0226
31041,Custer County,Nebraska,8.1,0.1379
37103,Jones County,North Carolina,8.1,0.6568
37119,Mecklenburg County,North Carolina,8.1,0.4616
37159,Rowan County,North Carolina,8.1,0.8144
37177,Tyrrell County,North Carolina,8.1,0.8602
37179,Union County,North Carolina,8.1,0.0888
38017,Cass County,North Dakota,8.1,0.5323
39091,Logan County,Ohio,8.1,0.3346
40065,Jackson County,Oklahoma,8.1,0.6893
40141,Tillman County,Oklahoma,8.1,0.5008
41007,Clatsop County,Oregon,8.1,0.7577
41051,Multnomah County,Oregon,8.1,0.9271
46019,Butte County,South Dakota,8.1,0.4524
47005,Benton County,Tennessee,8.1,0.51
47043,Dickson County,Tennessee,8.1,0.4734
48001,Anderson County,Texas,8.1,0.978
48181,Grayson County,Texas,8.1,0.6383
48183,Gregg County,Texas,8.1,0.951
48185,Grimes County,Texas,8.1,0.9147
48281,Lampasas County,Texas,8.1,0.4136
48287,Lee County,Texas,8.1,0.6488
48325,Medina County,Texas,8.1,0.8004
48367,Parker County,Texas,8.1,0.3645
48405,San Augustine County,Texas,8.1,0.7819
48477,Washington County,Texas,8.1,0.8892
51011,Appomattox County,Virginia,8.1,0.1805
51085,Hanover County,Virginia,8.1,0.0509
53001,Adams County,Washington,8.1,0.8933
53069,Wahkiakum County,Washington,8.1,0.1133
55031,Douglas County,Wisconsin,8.1,0.6679
55121,Trempealeau County,Wisconsin,8.1,0.3263
02070,Dillingham Census Area,Alaska,8.2,0.9093
02122,Kenai Peninsula Borough,Alaska,8.2,0.7402
02170,Matanuska-Susitna Borough,Alaska,8.2,0.262
05067,Jackson County,Arkansas,8.2,0.7084
05095,Monroe County,Arkansas,8.2,0.4244
06033,Lake County,California,8.2,0.837
06053,Monterey County,California,8.2,0.8399
08109,Saguache County,Colorado,8.2,0.5702
13043,Candler County,Georgia,8.2,0.9408
13159,Jasper County,Georgia,8.2,0.3493
13165,Jenkins County,Georgia,8.2,0.5301
13229,Pierce County,Georgia,8.2,0.156
17085,Jo Daviess County,Illinois,8.2,0.0427
18129,Posey County,Indiana,8.2,0.0404
19013,Black Hawk County,Iowa,8.2,0.6663
19021,Buena Vista County,Iowa,8.2,0.7052
19113,Linn County,Iowa,8.2,0.3938
19123,Mahaska County,Iowa,8.2,0.5989
19171,Tama County,Iowa,8.2,0.1964
20003,Anderson County,Kansas,8.2,0.2451
20005,Atchison County,Kansas,8.2,0.8163
20123,Mitchell County,Kansas,8.2,0.3661
20129,Morton County,Kansas,8.2,0.0812
21113,Jessamine County,Kentucky,8.2,0.2703
25009,Essex County,Massachusetts,8.2,0.8045
26021,Berrien County,Michigan,8.2,0.7364
26129,Ogemaw County,Michigan,8.2,0.5632
27091,Martin County,Minnesota,8.2,0.2315
27169,Winona County,Minnesota,8.2,0.7743
29045,Clark County,Missouri,8.2,0.2986
29063,Dekalb County,Missouri,8.2,0.8558
29105,Laclede County,Missouri,8.2,0.6256
29149,Oregon County,Missouri,8.2,0.171
29169,Pulaski County,Missouri,8.2,0.7323
29175,Randolph County,Missouri,8.2,0.7256
29223,Wayne County,Missouri,8.2,0.6323
30083,Richland County,Montana,8.2,0.5167
31003,Antelope County,Nebraska,8.2,0.0115
31033,Cheyenne County,Nebraska,8.2,0.2732
31053,Dodge County,Nebraska,8.2,0.5737
31119,Madison County,Nebraska,8.2,0.6848
31125,Nance County,Nebraska,8.2,0.0487
36025,Delaware County,New York,8.2,0.8991
37039,Cherokee County,North Carolina,8.2,0.2884
37121,Mitchell County,North Carolina,8.2,0.3171
39055,Geauga County,Ohio,8.2,0.3496
40053,Grant County,Oklahoma,8.2,0.0277
40139,Texas County,Oklahoma,8.2,0.9182
41041,Lincoln County,Oregon,8.2,0.6482
42027,Centre County,Pennsylvania,8.2,0.9701
42077,Lehigh County,Pennsylvania,8.2,0.7221
42095,Northampton County,Pennsylvania,8.2,0.447
46103,Pennington County,South Dakota,8.2,0.8118
47123,Monroe County,Tennessee,8.2,0.3416
48113,Dallas County,Texas,8.2,0.7081
49021,Iron County,Utah,8.2,0.4438
51095,James City County,Virginia,8.2,0.1426
51683,Manassas City,Virginia,8.2,0.2814
53035,Kitsap County,Washington,8.2,0.6507
55021,Columbia County,Wisconsin,8.2,0.334
01029,Cleburne County,Alabama,8.3,0.1
06005,Amador County,California,8.3,0.751
06045,Mendocino County,California,8.3,0.8491
06085,Santa Clara County,California,8.3,0.731
09011,New London County,Connecticut,8.3,0.5396
12089,Nassau County,Florida,8.3,0.3031
13059,Clarke County,Georgia,8.3,0.9551
16063,Lincoln County,Idaho,8.3,0.2856
16071,Oneida County,Idaho,8.3,0.0618
19059,Dickinson County,Iowa,8.3,0.263
19083,Hardin County,Iowa,8.3,0.2894
19105,Jones County,Iowa,8.3,0.5033
20041,Dickinson County,Kansas,8.3,0.3231
20109,Logan County,Kansas,8.3,0.0993
20135,Ness County,Kansas,8.3,0.0544
20143,Ottawa County,Kansas,8.3,0.0239
21087,Green County,Kentucky,8.3,0.3238
21179,Nelson County,Kentucky,8.3,0.2697
22063,Livingston Parish,Louisiana,8.3,0.5215
25003,Berkshire County,Massachusetts,8.3,0.6004
25025,Suffolk County,Massachusetts,8.3,0.9774
26039,Crawford County,Michigan,8.3,0.2022
26067,Ionia County,Michigan,8.3,0.8306
27063,Jackson County,Minnesota,8.3,0.0382
27073,Lac Qui Parle County,Minnesota,8.3,0.2292
27161,Waseca County,Minnesota,8.3,0.4346
28089,Madison County,Mississippi,8.3,0.2693
29009,Barry County,Missouri,8.3,0.3384
29049,Clinton County,Missouri,8.3,0.0786
29083,Henry County,Missouri,8.3,0.539
29093,Iron County,Missouri,8.3,0.7861
29159,Pettis County,Missouri,8.3,0.6412
29163,Pike County,Missouri,8.3,0.6794
36001,Albany County,New York,8.3,0.7297
36027,Dutchess County,New York,8.3,0.9293
36103,Suffolk County,New York,8.3,0.4288
37003,Alexander County,North Carolina,8.3,0.5696
37079,Greene County,North Carolina,8.3,0.9793
37089,Henderson County,North Carolina,8.3,0.4167
37111,Mcdowell County,North Carolina,8.3,0.7539
37185,Warren County,North Carolina,8.3,0.795
38005,Benson County,North Dakota,8.3,0.6883
38021,Dickey County,North Dakota,8.3,0.4438
38031,Foster County,North Dakota,8.3,0.1165
38037,Grant County,North Dakota,8.3,0.2124
38099,Walsh County,North Dakota,8.3,0.4317
39103,Medina County,Ohio,8.3,0.0592
40039,Custer County,Oklahoma,8.3,0.8427
40047,Garfield County,Oklahoma,8.3,0.3922
40055,Greer County,Oklahoma,8.3,0.5387
40103,Noble County,Oklahoma,8.3,0.3244
41029,Jackson County,Oregon,8.3,0.8472
42003,Allegheny County,Pennsylvania,8.3,0.6074
42129,Westmoreland County,Pennsylvania,8.3,0.3967
46009,Bon Homme County,South Dakota,8.3,0.418
46023,Charles Mix County,South Dakota,8.3,0.6918
46027,Clay County,South Dakota,8.3,0.5677
46083,Lincoln County,South Dakota,8.3,0.0646
47037,Davidson County,Tennessee,8.3,0.8125
47061,Grundy County,Tennessee,8.3,0.5708
47159,Smith County,Tennessee,8.3,0.1589
47183,Weakley County,Tennessee,8.3,0.6956
48015,Austin County,Texas,8.3,0.4021
48179,Gray County,Texas,8.3,0.8106
48217,Hill County,Texas,8.3,0.7676
48503,Young County,Texas,8.3,0.2967
51540,Charlottesville City,Virginia,8.3,0.8714
51630,Fredericksburg City,Virginia,8.3,0.9109
53075,Whitman County,Washington,8.3,0.8828
54027,Hampshire County,West Virginia,8.3,0.7182
55115,Shawano County,Wisconsin,8.3,0.2238
56013,Fremont County,Wyoming,8.3,0.7106
01003,Baldwin County,Alabama,8.4,0.3359
02275,Wrangell City and Borough,Alaska,8.4,0.8052
05023,Cleburne County,Arkansas,8.4,0.0895
13037,Calhoun County,Georgia,8.4,0.9834
13067,Cobb County,Georgia,8.4,0.2264
13121,Fulton County,Georgia,8.4,0.8259
13163,Jefferson County,Georgia,8.4,0.9032
13259,Stewart County,Georgia,8.4,0.7759
13265,Taliaferro County,Georgia,8.4,0.6934
15005,Kalawao County,Hawaii,8.4,0.4963
16065,Madison County,Idaho,8.4,0.5349
17019,Champaign County,Illinois,8.4,0.9936
17055,Franklin County,Illinois,8.4,0.4053
17095,Knox County,Illinois,8.4,0.8294
18171,Warren County,Indiana,8.4,0.0204
19029,Cass County,Iowa,8.4,0.1799
19073,Greene County,Iowa,8.4,0.1449
19133,Monona County,Iowa,8.4,0.2003
19153,Polk County,Iowa,8.4,0.6157
20059,Franklin County,Kansas,8.4,0.3394
20095,Kingman County,Kansas,8.4,0.0312
20113,Mcpherson County,Kansas,8.4,0.2057
20145,Pawnee County,Kansas,8.4,0.1656
20181,Sherman County,Kansas,8.4,0.3569
21065,Estill County,Kentucky,8.4,0.6119
21091,Hancock County,Kentucky,8.4,0.127
21189,Owsley County,Kentucky,8.4,0.7348
22021,Caldwell Parish,Louisiana,8.4,0.9589
23011,Kennebec County,Maine,8.4,0.8122
23017,Oxford County,Maine,8.4,0.4145
23029,Washington County,Maine,8.4,0.5231
26015,Barry County,Michigan,8.4,0.1102
26017,Bay County,Michigan,8.4,0.3241
26045,Eaton County,Michigan,8.4,0.4126
26063,Huron County,Michigan,8.4,0.2897
26065,Ingham County,Michigan,8.4,0.8574
26079,Kalkaska County,Michigan,8.4,0.3123
26123,Newaygo County,Michigan,8.4,0.4963
26157,Tuscola County,Michigan,8.4,0.382
27009,Benton County,Minnesota,8.4,0.8755
27079,Le Sueur County,Minnesota,8.4,0.1757
27125,Red Lake County,Minnesota,8.4,0.3225
28125,Sharkey County,Mississippi,8.4,0.9284
28155,Webster County,Mississippi,8.4,0.1108
29029,Camden County,Missouri,8.4,0.2945
29187,St. Francois County,Missouri,8.4,0.9112
29215,Texas County,Missouri,8.4,0.6797
29229,Wright County,Missouri,8.4,0.6963
30047,Lake County,Montana,8.4,0.4253
31093,Howard County,Nebraska,8.4,0.0261
31115,Loup County,Nebraska,8.4,0.0067
31141,Platte County,Nebraska,8.4,0.3442
34029,Ocean County,New Jersey,8.4,0.3757
36053,Madison County,New York,8.4,0.531
37099,Jackson County,North Carolina,8.4,0.8733
37105,Lee County,North Carolina,8.4,0.6447
38029,Emmons County,North Dakota,8.4,0.1531
39011,Auglaize County,Ohio,8.4,0.084
39133,Portage County,Ohio,8.4,0.5403
40107,Okfuskee County,Oklahoma,8.4,0.9137
41067,Washington County,Oregon,8.4,0.5657
42059,Greene County,Pennsylvania,8.4,0.8325
42063,Indiana County,Pennsylvania,8.4,0.9198
42131,Wyoming County,Pennsylvania,8.4,0.1748
46095,Mellette County,South Dakota,8.4,0.8711
46129,Walworth County,South Dakota,8.4,0.8058
47141,Putnam County,Tennessee,8.4,0.546
47145,Roane County,Tennessee,8.4,0.4132
48241,Jasper County,Texas,8.4,0.6711
48427,Starr County,Texas,8.4,0.553
50003,Bennington County,Vermont,8.4,0.5992
51037,Charlotte County,Virginia,8.4,0.3524
51520,Bristol City,Virginia,8.4,0.5358
51775,Salem City,Virginia,8.4,0.624
53047,Okanogan County,Washington,8.4,0.744
53059,Skamania County,Washington,8.4,0.4069
54013,Calhoun County,West Virginia,8.4,0.1993
54021,Gilmer County,West Virginia,8.4,0.8491
54069,Ohio County,West Virginia,8.4,0.7482
55029,Door County,Wisconsin,8.4,0.1302
55049,Iowa County,Wisconsin,8.4,0.0353
55095,Polk County,Wisconsin,8.4,0.1076
56025,Natrona County,Wyoming,8.4,0.4766
56041,Uinta County,Wyoming,8.4,0.6657
02164,Lake and Peninsula Borough,Alaska,8.5,0.7195
05025,Cleveland County,Arkansas,8.5,0.2038
05081,Little River County,Arkansas,8.5,0.4187
05147,Woodruff County,Arkansas,8.5,0.4836
08089,Otero County,Colorado,8.5,0.6269
12011,Broward County,Florida,8.5,0.6638
12129,Wakulla County,Florida,8.5,0.5833
13055,Chattooga County,Georgia,8.5,0.9669
13155,Irwin County,Georgia,8.5,0.3849
13157,Jackson County,Georgia,8.5,0.1735
13167,Johnson County,Georgia,8.5,0.993
13237,Putnam County,Georgia,8.5,0.2719
13321,Worth County,Georgia,8.5,0.2407
16003,Adams County,Idaho,8.5,0.1137
16015,Boise County,Idaho,8.5,0.0401
18009,Blackford County,Indiana,8.5,0.2795
18065,Henry County,Indiana,8.5,0.3457
19001,Adair County,Iowa,8.5,0.0554
19023,Butler County,Iowa,8.5,0.0372
19169,Story County,Iowa,8.5,0.6823
19193,Woodbury County,Iowa,8.5,0.7911
20203,Wichita County,Kansas,8.5,0.2872
21007,Ballard County,Kentucky,8.5,0.3556
21099,Hart County,Kentucky,8.5,0.6479
21105,Hickman County,Kentucky,8.5,0.496
22003,Allen Parish,Louisiana,8.5,0.9296
22025,Catahoula Parish,Louisiana,8.5,0.8469
22123,West Carroll Parish,Louisiana,8.5,0.2521
26073,Isabella County,Michigan,8.5,0.9086
26115,Monroe County,Michigan,8.5,0.2187
27013,Blue Earth County,Minnesota,8.5,0.7549
27015,Brown County,Minnesota,8.5,0.3228
27017,Carlton County,Minnesota,8.5,0.6641
27135,Roseau County,Minnesota,8.5,0.5747
29115,Linn County,Missouri,8.5,0.1006
30013,Cascade County,Montana,8.5,0.8564
30089,Sanders County,Montana,8.5,0.1016
31023,Butler County,Nebraska,8.5,0.0914
31025,Cass County,Nebraska,8.5,0.0493
31153,Sarpy County,Nebraska,8.5,0.1439
32019,Lyon County,Nevada,8.5,0.3419
33011,Hillsborough County,New Hampshire,8.5,0.4998
34009,Cape May County,New Jersey,8.5,0.5202
36041,Hamilton County,New York,8.5,0.2028
36071,Orange County,New York,8.5,0.9004
38001,Adams County,North Dakota,8.5,0.2178
38103,Wells County,North Dakota,8.5,0.0879
39021,Champaign County,Ohio,8.5,0.2681
39121,Noble County,Ohio,8.5,0.5072
40043,Dewey County,Oklahoma,8.5,0.0675
40067,Jefferson County,Oklahoma,8.5,0.3859
40135,Sequoyah County,Oklahoma,8.5,0.603
40149,Washita County,Oklahoma,8.5,0.3531
41043,Linn County,Oregon,8.5,0.6428
42057,Fulton County,Pennsylvania,8.5,0.2095
42079,Luzerne County,Pennsylvania,8.5,0.6342
46029,Codington County,South Dakota,8.5,0.6221
46065,Hughes County,South Dakota,8.5,0.9838
47023,Chester County,Tennessee,8.5,0.4973
47153,Sequatchie County,Tennessee,8.5,0.3916
48231,Hunt County,Texas,8.5,0.9545
48259,Kendall County,Texas,8.5,0.2455
48491,Williamson County,Texas,8.5,0.1897
51113,Madison County,Virginia,8.5,0.1624
51595,Emporia City,Virginia,8.5,0.8656
51620,Franklin City,Virginia,8.5,0.2919
51830,Williamsburg City,Virginia,8.5,0.8348
53063,Spokane County,Washington,8.5,0.7896
53067,Thurston County,Washington,8.5,0.4518
54095,Tyler County,West Virginia,8.5,0.1032
56001,Albany County,Wyoming,8.5,0.8192
01027,Clay County,Alabama,8.6,0.1579
02240,Southeast Fairbanks Census Area,Alaska,8.6,0.7259
05113,Polk County,Arkansas,8.6,0.646
05137,Stone County,Arkansas,8.6,0.192
08083,Montezuma County,Colorado,8.6,0.2846
13015,Bartow County,Georgia,8.6,0.4238
13017,Ben Hill County,Georgia,8.6,0.6253
13141,Hancock County,Georgia,8.6,0.921
13289,Twiggs County,Georgia,8.6,0.2757
17201,Winnebago County,Illinois,8.6,0.554
18045,Fountain County,Indiana,8.6,0.0818
18077,Jefferson County,Indiana,8.6,0.5645
18099,Marshall County,Indiana,8.6,0.6886
18113,Noble County,Indiana,8.6,0.4371
19019,Buchanan County,Iowa,8.6,0.1277
19135,Monroe County,Iowa,8.6,0.2159
19173,Taylor County,Iowa,8.6,0.1417
19181,Warren County,Iowa,8.6,0.284
19195,Worth County,Iowa,8.6,0.0166
20073,Greenwood County,Kansas,8.6,0.1821
20141,Osborne County,Kansas,8.6,0.0264
20159,Rice County,Kansas,8.6,0.2974
21035,Calloway County,Kentucky,8.6,0.8026
21217,Taylor County,Kentucky,8.6,0.5132
22035,East Carroll Parish,Louisiana,8.6,0.9946
22085,Sabine Parish,Louisiana,8.6,0.7176
22093,St. James Parish,Louisiana,8.6,0.6027
23027,Waldo County,Maine,8.6,0.2986
24021,Frederick County,Maryland,8.6,0.206
26101,Manistee County,Michigan,8.6,0.5011
26105,Mason County,Michigan,8.6,0.327
27029,Clearwater County,Minnesota,8.6,0.8332
27155,Traverse County,Minnesota,8.6,0.3754
28053,Humphreys County,Mississippi,8.6,0.5046
29071,Franklin County,Missouri,8.6,0.17
29189,St. Louis County,Missouri,8.6,0.3273
29221,Washington County,Missouri,8.6,0.7695
36075,Oswego County,New York,8.6,0.9354
38059,Morton County,North Dakota,8.6,0.4811
39031,Coshocton County,Ohio,8.6,0.5998
39085,Lake County,Ohio,8.6,0.1528
40069,Johnston County,Oklahoma,8.6,0.5342
40131,Rogers County,Oklahoma,8.6,0.2773
42009,Bedford County,Pennsylvania,8.6,0.3053
42035,Clinton County,Pennsylvania,8.6,0.7287
42037,Columbia County,Pennsylvania,8.6,0.5196
42073,Lawrence County,Pennsylvania,8.6,0.5253
42081,Lycoming County,Pennsylvania,8.6,0.6708
46085,Lyman County,South Dakota,8.6,0.6944
46111,Sanborn County,South Dakota,8.6,0.0392
47087,Jackson County,Tennessee,8.6,0.4556
48009,Archer County,Texas,8.6,0.0309
48037,Bowie County,Texas,8.6,0.9806
48077,Clay County,Texas,8.6,0.1092
48309,Mclennan County,Texas,8.6,0.8984
51007,Amelia County,Virginia,8.6,0.2684
51165,Rockingham County,Virginia,8.6,0.4339
51820,Waynesboro City,Virginia,8.6,0.3305
53023,Garfield County,Washington,8.6,0.0201
53025,Grant County,Washington,8.6,0.7982
53061,Snohomish County,Washington,8.6,0.5527
54105,Wirt County,West Virginia,8.6,0.1388
55005,Barron County,Wisconsin,8.6,0.5307
55009,Brown County,Wisconsin,8.6,0.5482
55053,Jackson County,Wisconsin,8.6,0.7278
55101,Racine County,Wisconsin,8.6,0.4839
05125,Saline County,Arkansas,8.7,0.3257
08023,Costilla County,Colorado,8.7,0.4655
09003,Hartford County,Connecticut,8.7,0.737
11001,District Of Columbia,District of Columbia,8.7,0.9739
12035,Flagler County,Florida,8.7,0.1019
12117,Seminole County,Florida,8.7,0.185
13235,Pulaski County,Georgia,8.7,0.8701
13257,Stephens County,Georgia,8.7,0.7781
13269,Taylor County,Georgia,8.7,0.9
16029,Caribou County,Idaho,8.7,0.3378
16067,Minidoka County,Idaho,8.7,0.1761
17197,Will County,Illinois,8.7,0.1465
18047,Franklin County,Indiana,8.7,0.099
18169,Wabash County,Indiana,8.7,0.3543
19053,Decatur County,Iowa,8.7,0.9542
19155,Pottawattamie County,Iowa,8.7,0.6387
20035,Cowley County,Kansas,8.7,0.7202
20127,Morris County,Kansas,8.7,0.1834
21215,Spencer County,Kentucky,8.7,0.0267
24029,Kent County,Maryland,8.7,0.6396
26037,Clinton County,Michigan,8.7,0.0831
26053,Gogebic County,Michigan,8.7,0.6186
26057,Gratiot County,Michigan,8.7,0.7001
26081,Kent County,Michigan,8.7,0.6501
26141,Presque Isle County,Michigan,8.7,0.072
27165,Watonwan County,Minnesota,8.7,0.2808
28037,Franklin County,Mississippi,8.7,0.1592
28163,Yazoo County,Mississippi,8.7,0.9405
